audio_file_path,query
../asr_mt/speech/25_Fromreadinggoodbookswecanderivepleasurefriendshipexperienceandinstruction.wav,"from reading the books we can derive pleasure friendship experience and instruction."
../asr_mt/speech/26_Aglassofcoldwaterisveryrefreshinginhotweather.wav,"a glass of cold water is very refreshing in hot weather."
../asr_mt/speech/27_Shescrapedhershoescleanbeforesheenteredthehouse.wav,"straight for shows plane before she entered the house."
../asr_mt/speech/28_Housesmadeofwoodaretheeasiesttocatchonfire.wav,"has made of wood are the easiest to catch on fire."
../asr_mt/speech/29_TomhasmadeuphismindtogotoBostontostudy.wav,"time has made up his mind to go to boston to study."
../asr_mt/speech/2_MyfatherhasbeenlivinginNagoyafor30years.wav,"my father has been living in nagoya force rio years."
../asr_mt/speech/30_HeistheonlyAmericanwhohasswumtheEnglishChannel.wav,"he is the only american who has been the english channel."
../asr_mt/speech/31_WhenIwasinSalemIwouldoftenplaytenniswithJohn.wav,"when i was in salem i would often play tennis with john."
../asr_mt/speech/32_Doyoukeepincontactwithyourhighschoolclassmates.wav,"katie and contact with your high school classmates."
../asr_mt/speech/33_Myfatherissooldthatheishardofhearing.wav,"my father his soul that he is hard of hearing."
../asr_mt/speech/34_Becausetheentrancewaslockedwecouldntenterthehouse.wav,"because then trends was left we can enter the house."
../asr_mt/speech/35_OfcourseIlearntaboutChinafromtextbookswhenIwasinJapanbutwhatIseeformyselfinChinaiscompletelydifferentfromwhatisdescribedinthosetextbooks.wav,"of course i learnt about china from textbooks when i was in japan but what i see for myself and china's completely different from what is described in those textbooks."
../asr_mt/speech/36_TheTigerslostthegamewhichwasasurprisetous.wav,"the tigers last game which was a surprise to us."
../asr_mt/speech/37_Itsfinejustmakesureyoudontsaythatagain.wav,"it's fine just make sure you don't say that again."
../asr_mt/speech/38_TheZulutribeinSouthAfricahasitsownlanguage.wav,"is alert tribe in south africa has its own language."
../asr_mt/speech/39_Therearemothersandfatherswhowilllieawakeafterthechildrenfallasleepandwonderhowtheyllmakethemortgageorpaytheirdoctorsbillsorsaveenoughfortheirchildscollegeeducation.wav,"there are mothers and fathers who will lie awake after the children fall asleep and wonder how he'll make the mortgage or pay the bills are save enough for their child's college education."
../asr_mt/speech/3_Theaveragemanfailsnotbecausehelacksabilitybutbecausehelacksabilitytoconcentrate.wav,"that average man fails not because he laughs ability but because he laughs ability to concentrate."
../asr_mt/speech/40_TheaccusedistoappearbeforethecourtonFriday.wav,"that chooses to appear before the court on friday."
../asr_mt/speech/41_IdidnthavetimetocookdinnertonightsoIwentoutandboughtaboxmeal.wav,"i didn't have time to cook dinner the night so i went out and bought about snail."
../asr_mt/speech/42_Canyoutellmehowtogettothetrainstation.wav,"can you tell me how to get to the train station."
../asr_mt/speech/43_IlostaschoolkeywhenIwascleaningupaftertheschoolfestivalandIwasthenrequiredtowriteanapologyletter.wav,"i lost a school play when i was playing out that for the school festival and i was then required to write an apology letter."
../asr_mt/speech/44_Whenafriendcomesfromafaristhatnotdelightful.wav,"when a friend firms from the far is that not a light fall."
../asr_mt/speech/45_Ifsothentheresnoproblematallisthere.wav,"if so then freeze no problem at all is there."
../asr_mt/speech/46_Ifyou’regoingtobelikethisI’lljustleave.wav,"if you are going to be like this i'll just leave."
../asr_mt/speech/47_DontyouthinkthenameTheSacredWarsoundsabitsarcastic.wav,"thank you thank the name the sacred war sounds a bit sarcastic."
../asr_mt/speech/48_Wecancontinueplayingaslongaswedontmaketoomuchnoise.wav,"he can continue playing as long as we know it makes too much."
../asr_mt/speech/49_Itstheanswerthatledthosewhovebeentoldforsolongbysomanytobecynicalandfearfulanddoubtfulaboutwhatwecanachievetoputtheirhandsonthearcofhistoryandbenditoncemoretowardthehopeofabetterday.wav,"it's than so that led those have and then told for so long by so many to be cynical and fearful and doubtful about what we can achieve to put their hands on the arc of history and bend it once more toward the hope of a better day."
../asr_mt/speech/4_Wouldthegirlspleasebringthedonationboxesuptothestage.wav,"but the girls please bring the donation of says up to the stage."
../asr_mt/speech/50_Wehavenothadasingledropofrainfortwoweeks.wav,"he had not had a single drop of rain for two weeks."
../asr_mt/speech/51_Howevercomparedtothatincitiesruraluseofonlinenewssearchenginesonlineshoppingonlinebankingonlinestocksandsoonismuchlower.wav,"have a comparative that in cities are all use of online news search engines online shopping online banking online stops and so on is much lower."
../asr_mt/speech/52_Ifyouregoingtosayityouhavetosayitwithforceandtakeawayyouropponentsabilitytoretaliate.wav,"if i am going to say you have to say it will force and take away our opponents of the lucky to retaliate."
../asr_mt/speech/53_OursisterboughtsomeeggplantspotatoeszucchinisandChinesecabbageatthemarket.wav,"our sister about cement plant potatoes suu kyi nice and chinese cabbage at the market."
../asr_mt/speech/54_Myfatheralwayssaidthatheavenhelpsthosewhohelpthemselves.wav,"my father always said that heaven help those who help themselves."
../asr_mt/speech/55_Anoldmanwasrestingintheshadeofthetree.wav,"an old man was resting in the shade of the tree."
../asr_mt/speech/56_DoyouthinkyoucanliveonadollaradayinAmerica.wav,"you think you can live on a dollar a day in america."
../asr_mt/speech/57_Thesubstanceislightenoughtofloatonthewater.wav,"the substance is light enough to fluff and the water."
../asr_mt/speech/58_BecauseofaflawintheoriginaldesignourwebsiteisvulnerabletoSQLinjectionattacks.wav,"because of a foreign the original design our website is vulnerable to sponge action attacks."
../asr_mt/speech/59_Youhaveonlytoreadthisarticletoseehowserioustheaccidentwas.wav,"you have only to read this article to see how serious that seven was."
../asr_mt/speech/5_ShetoldmethatshewouldgotoParisinAugust.wav,"she told me that she would go to paris and honest."
../asr_mt/speech/60_Wereonstrikebecausethecompanyhasntimprovedourwages.wav,"brown strike because the company has improved our wages."
../asr_mt/speech/61_Itisbettertodowellthantosaywell.wav,"it is better to do well then to say well."
../asr_mt/speech/62_Universitylifeisthetimewhenyouenjoyyourselftothefullest.wav,"in adversity life is the time when you enjoy yourself to the fullest."
../asr_mt/speech/63_Theareaaroundthemeltingicecreamwascrawlingwithants.wav,"the area and the melting ice cream was crawling with dance."
../asr_mt/speech/64_Heamassedafortuneinstocktradingduringthelastboom.wav,"he amassed a fortune and stop training during the last them."
../asr_mt/speech/65_StMarksSquareinVeniceisalwaysswarmingwithtouristsinthesummer.wav,"st marks were in venice is always swarming with tourists in the summer."
../asr_mt/speech/66_Thereisacastleinthebackgroundofthepicture.wav,"there is a castle in the background of the picture."
../asr_mt/speech/67_Ifitisfinetomorrowwellgoonapicnic.wav,"the fed is find some are well go on the picnic."
../asr_mt/speech/68_SomethingyoushouldknowaboutmeisthatImafraidofheights.wav,"something you should know about me is that i'm afraid of heights."
../asr_mt/speech/69_Hisclaimisthatthereisacloserelationbetweenbirthorderandpersonality.wav,"his name is that there's a close relation between birth order and personality."
../asr_mt/speech/6_Sincethenhehadputhiswholesoulintohiswork.wav,"since then he had put his halsall into his work."
../asr_mt/speech/70_ItriedtoreachyouonthephonebutIwasunabletogetthrough.wav,"i try to each year on the phone that i was unable to differ."
../asr_mt/speech/71_Walkingfromthestationtothehousetakesonlyfiveminutes.wav,"watching from the station to the house states only five minutes."
../asr_mt/speech/72_Afallintoapitagaininyourwit.wav,"the fall into a pit again in your wit."
../asr_mt/speech/73_SomeofthebluestwaterintheworldisfoundinCraterLake.wav,"some of the burst water in the world is found in freighter lake."
../asr_mt/speech/74_Mathematiciansarepoetsexceptthattheyhavetoprovewhattheirfantasycreates.wav,"that's an admissions our poets except that they have to prove what their fantasy creates."
../asr_mt/speech/75_TotellthetruthIwouldratherstayathomethangoout.wav,"to tell the truth i would rather stay at home then go out."
../asr_mt/speech/76_InBritishEnglishtogetthesackmeanstobefiredfromyourjob.wav,"and british english to get the sack means to be fired from her job."
../asr_mt/speech/77_Whatisstillbetteristhatthehousehasabeautifulgarden.wav,"what is still better is that the house has a beautiful garden."
../asr_mt/speech/78_Ifindwordswithconcisedefinitionstobetheeasiesttoremember.wav,"i find words with concise definitions to be the easiest to remember."
../asr_mt/speech/79_Inthecenteroftheuniversitycampusstandsthestatueofthefounder.wav,"in the center of the university campus stands the statue of the founder."
../asr_mt/speech/7_AmancameoverandaskedifIwasOK.wav,"a man came over and asked if i was ok."
../asr_mt/speech/80_Itstheanswerthatledthosewhovebeentoldforsolongbysomanytobecynicalandfearfulanddoubtfulaboutwhatwecanachievetoputtheirhandsonthearcofhistoryandbenditoncemoretowardthehopeofabetterday.wav,"it's than so that led those have and then told for so long by so many to be cynical and fearful and doubtful about what we can achieve to put their hands on the arc of history and bend it once more toward the hope of a better day."
../asr_mt/speech/81_ShecametoTokyowithaviewtogettinganewjob.wav,"she came to tokyo with a view to getting a new job."
../asr_mt/speech/82_Themountainpathwasunderablanketofleavessoftandeasytowalkon.wav,"the mountain pass was under a blanket of leave soft an easy to have fun."
../asr_mt/speech/83_IdliketoturnoffthereadinglampisthatOK.wav,"it's like to turn off the reading lamp is that ok."
../asr_mt/speech/84_Thecommitteeiscomposedofthreemenandsevenwomen.wav,"the commenee is composed of three men and seven women."
../asr_mt/speech/85_ExcusemeIhavetogetoffatthenextstop.wav,"excuse me i have to get off at the next stop."
../asr_mt/speech/86_Thecraneunlikethedoghasneverdreamedofflying.wav,"the crane unlike the town has never dreamed of flying."
../asr_mt/speech/87_Afriendofmineaskedmetosendherapostcard.wav,"a friend of mine asked me to send her a postcard."
../asr_mt/speech/88_Mybusinesshasatlastgottenontherighttrack.wav,"my business has at last got in on the right track."
../asr_mt/speech/89_IfonedayyouleaveIwillbeverysad.wav,"if one day leave i will be very sad."
../asr_mt/speech/8_Ididntgettospendalotoftimewithyouonthisvisit.wav,"i didn't get to spend a lot of time with you on this visit."
../asr_mt/speech/90_Itisagreatjoytoseeyourownsentencestranslatedintoamultitudeofotherlanguages.wav,"it is a great joy to see our own sentences translated into a multitude of other languages."
../asr_mt/speech/91_Wehaveoptimizedthedatabaseindexingandasaresultsystemefficiencyhasimprovedby50.wav,"we haven't seen these the tay the base indexing and as a result system efficiency has improved by five though."
../asr_mt/speech/92_Womenlikementhewaytheyliketheircoffeestrongandhottokeepthemawakeallnightlong.wav,"women like men the way they like their coffee strong and hard to keep them awake all night long."
../asr_mt/speech/93_Youcannotseparatethemilkfromthecoffeeonceyouputitin.wav,"it cannot separate the mail from the coffee once you put it in."
../asr_mt/speech/94_Weloveourmotheralmostwithoutknowingitwithoutfeelingitasitisasnaturalastolive.wav,"we love our mother almost without knowing it without feeling it as it is as natural as to live."
../asr_mt/speech/95_Itissometimeshardtochoosebetweendreamsandreality.wav,"it is sometimes hard to choose between dreams and reality."
../asr_mt/speech/96_Youwillexistbutyouwillneverknowwhatitistolive.wav,"he will exist but you will never know what it is still alive."
../asr_mt/speech/97_Hetookoutthewalletfromhisinsidejacketpocket.wav,"he took out the wallet from his inside jacket pocket."
../asr_mt/speech/98_TheRomanswouldneverhavehadenoughtimeforconqueringtheworldiftheyhadfirstbeenrequiredtostudyLatin.wav,"the omens would never have had enough time for countering the world if they had first been required to study land."
../asr_mt/speech/99_ThelargecrowdroaredinapprovalasMarkKnopflerplayedthefirstfewbarsofMoneyforNothing.wav,"the large crab art in approval as mark now for played the first few bars of money for nothing."
../asr_mt/speech/9_DoyouknowtheconcertscheduleofLondonSymphonyOrchestra.wav,"i am now the concert schedule of london symphony orchestra."
