audio_file_path,query
../asr_mt/speech/39_Therearemothersandfatherswhowilllieawakeafterthechildrenfallasleepandwonderhowtheyllmakethemortgageorpaytheirdoctorsbillsorsaveenoughfortheirchildscollegeeducation.wav,"yeah i know there's an sunday surreal i like after the children fall asleep and wonder how if you make the mortgage or paid actors bills or save enough for their child's college education."
../asr_mt/speech/3_Theaveragemanfailsnotbecausehelacksabilitybutbecausehelacksabilitytoconcentrate.wav,"the average man sells not because she lets ability but because he lets ability to concentrate."
../asr_mt/speech/40_TheaccusedistoappearbeforethecourtonFriday.wav,"that she was just to appear before the part on friday."
../asr_mt/speech/41_IdidnthavetimetocookdinnertonightsoIwentoutandboughtaboxmeal.wav,"i didn't have time to cook dinner tonight so i went out and bought the bucks meal."
../asr_mt/speech/42_Canyoutellmehowtogettothetrainstation.wav,"can you tell me how to get to the train station."
../asr_mt/speech/43_IlostaschoolkeywhenIwascleaningupaftertheschoolfestivalandIwasthenrequiredtowriteanapologyletter.wav,"i lost you still see when i was cleaning up after the still festival and i was then required to write an apology letter."
../asr_mt/speech/44_Whenafriendcomesfromafaristhatnotdelightful.wav,"well my friend turns from as far as that not delightful."
../asr_mt/speech/45_Ifsothentheresnoproblematallisthere.wav,"so then freeze no problem at all is there."
../asr_mt/speech/46_Ifyou’regoingtobelikethisI’lljustleave.wav,"if you're going to be like this i'll just leave."
../asr_mt/speech/47_DontyouthinkthenameTheSacredWarsoundsabitsarcastic.wav,"don't you think the name the sacred war sounds of its artistic."
../asr_mt/speech/48_Wecancontinueplayingaslongaswedontmaketoomuchnoise.wav,"you can't continue playing as long as we don't make too much nice."
../asr_mt/speech/49_Itstheanswerthatledthosewhovebeentoldforsolongbysomanytobecynicalandfearfulanddoubtfulaboutwhatwecanachievetoputtheirhandsonthearcofhistoryandbenditoncemoretowardthehopeofabetterday.wav,"it's the answer that lead those have been sold for so long by so many to be cynical in fearful in gel fill about what we can achieve to put their hands and america's history and then that one's more for the hope of the better day."
../asr_mt/speech/4_Wouldthegirlspleasebringthedonationboxesuptothestage.wav,"but the girls please bring the donations houses up to the stage."
../asr_mt/speech/50_Wehavenothadasingledropofrainfortwoweeks.wav,"we have not had a single drop of rain for two weeks."
../asr_mt/speech/51_Howevercomparedtothatincitiesruraluseofonlinenewssearchenginesonlineshoppingonlinebankingonlinestocksandsoonismuchlower.wav,"however compared to that in cities rural uses online news search engines online shopping online banking online stocks and so on is much lower."
../asr_mt/speech/52_Ifyouregoingtosayityouhavetosayitwithforceandtakeawayyouropponentsabilitytoretaliate.wav,"hi i'm going to say you have to say it was worse and take away your opponents ability to retaliate."
../asr_mt/speech/53_OursisterboughtsomeeggplantspotatoeszucchinisandChinesecabbageatthemarket.wav,"our sister bought some make plans potatoes fifteen niesen chinese cabbage at the market."
../asr_mt/speech/54_Myfatheralwayssaidthatheavenhelpsthosewhohelpthemselves.wav,"my father always said that haven't helps those who help themselves."
../asr_mt/speech/55_Anoldmanwasrestingintheshadeofthetree.wav,"an old man was resting in the shade of the tree."
../asr_mt/speech/56_DoyouthinkyoucanliveonadollaradayinAmerica.wav,"do you think you can live on the dollar day in america."
../asr_mt/speech/57_Thesubstanceislightenoughtofloatonthewater.wav,"substances light enough just love and the water."
../asr_mt/speech/58_BecauseofaflawintheoriginaldesignourwebsiteisvulnerabletoSQLinjectionattacks.wav,"because of the sign original designer website is vulnerable to sponge action attacks."
../asr_mt/speech/59_Youhaveonlytoreadthisarticletoseehowserioustheaccidentwas.wav,"you have only to read this article to see how serious the accident was."
../asr_mt/speech/5_ShetoldmethatshewouldgotoParisinAugust.wav,"she told me that she would go to paris in august."
../asr_mt/speech/60_Wereonstrikebecausethecompanyhasntimprovedourwages.wav,"right on strike because the company has improved our wages."
../asr_mt/speech/61_Itisbettertodowellthantosaywell.wav,"it's better to do around then to say well."
../asr_mt/speech/62_Universitylifeisthetimewhenyouenjoyyourselftothefullest.wav,"university life is the time when you enjoy yourself to the fullest."
../asr_mt/speech/63_Theareaaroundthemeltingicecreamwascrawlingwithants.wav,"the area round the melting ice cream was probably with and."
../asr_mt/speech/64_Heamassedafortuneinstocktradingduringthelastboom.wav,"yeah nasty fortune and stock trading during the last one."
../asr_mt/speech/65_StMarksSquareinVeniceisalwaysswarmingwithtouristsinthesummer.wav,"street smarts than than it is always learning with terrorists in the summer."
../asr_mt/speech/66_Thereisacastleinthebackgroundofthepicture.wav,"there's a lot in the background of the picture."
../asr_mt/speech/67_Ifitisfinetomorrowwellgoonapicnic.wav,"if they design tomorrow i'll go on the picnic."
../asr_mt/speech/68_SomethingyoushouldknowaboutmeisthatImafraidofheights.wav,"something you should know about news that m._s. fried of sites."
../asr_mt/speech/69_Hisclaimisthatthereisacloserelationbetweenbirthorderandpersonality.wav,"his thing is that there's the clothes relations between birth order and personality."
../asr_mt/speech/6_Sincethenhehadputhiswholesoulintohiswork.wav,"since then he had put his whole cylinder has worked."
../asr_mt/speech/70_ItriedtoreachyouonthephonebutIwasunabletogetthrough.wav,"i tried to reach you on the phone but i wasn't able to get through."
../asr_mt/speech/71_Walkingfromthestationtothehousetakesonlyfiveminutes.wav,"well i think from the station to the house states only five minutes."
../asr_mt/speech/72_Afallintoapitagaininyourwit.wav,"fall into a gaining or what."
../asr_mt/speech/73_SomeofthebluestwaterintheworldisfoundinCraterLake.wav,"some of the blue eyes water in the world is founded trade or like."
../asr_mt/speech/74_Mathematiciansarepoetsexceptthattheyhavetoprovewhattheirfantasycreates.wav,"that's an addition is our thoughts except that they have to prove what their fantasy creates."
../asr_mt/speech/75_TotellthetruthIwouldratherstayathomethangoout.wav,"to tell the truth i would rather stay at home then go out."
../asr_mt/speech/76_InBritishEnglishtogetthesackmeanstobefiredfromyourjob.wav,"in british english to get the sack means to be fired from your job."
../asr_mt/speech/77_Whatisstillbetteristhatthehousehasabeautifulgarden.wav,"but it's still better is that that has has a beautiful garden."
../asr_mt/speech/78_Ifindwordswithconcisedefinitionstobetheeasiesttoremember.wav,"i find words with concise definitions to be the easiest to remember."
../asr_mt/speech/79_Inthecenteroftheuniversitycampusstandsthestatueofthefounder.wav,"in the center of the university campus stands the statue of the founder."
../asr_mt/speech/7_AmancameoverandaskedifIwasOK.wav,"and then came over and asked if i was okay."
../asr_mt/speech/80_Itstheanswerthatledthosewhovebeentoldforsolongbysomanytobecynicalandfearfulanddoubtfulaboutwhatwecanachievetoputtheirhandsonthearcofhistoryandbenditoncemoretowardthehopeofabetterday.wav,"it's the answer that lead those have been sold for so long by so many to be cynical in fearful in gel fill about what we can achieve to put their hands and america's history and then that one's more for the hope of the better day."
../asr_mt/speech/81_ShecametoTokyowithaviewtogettinganewjob.wav,"she came to town feeling the views are getting a new job."
../asr_mt/speech/82_Themountainpathwasunderablanketofleavessoftandeasytowalkon.wav,"the mountain pass was under a blanket of leaves soft and easy to walk on."
../asr_mt/speech/83_IdliketoturnoffthereadinglampisthatOK.wav,"it's like to turn off the reading land is that okay."
../asr_mt/speech/84_Thecommitteeiscomposedofthreemenandsevenwomen.wav,"too many instances of three men and seven women."
../asr_mt/speech/85_ExcusemeIhavetogetoffatthenextstop.wav,"excuse me i have to get off at the next stop."
../asr_mt/speech/86_Thecraneunlikethedoghasneverdreamedofflying.wav,"the train and like the john has never dreamed of flying."
../asr_mt/speech/87_Afriendofmineaskedmetosendherapostcard.wav,"friend of mine asked me to send her postcard."
../asr_mt/speech/88_Mybusinesshasatlastgottenontherighttrack.wav,"my business has that last gotten on the right track."
../asr_mt/speech/89_IfonedayyouleaveIwillbeverysad.wav,"it's one day you leave i will be very sad."
../asr_mt/speech/8_Ididntgettospendalotoftimewithyouonthisvisit.wav,"i didn't get to spend a lot of time with you on this visit."
../asr_mt/speech/90_Itisagreatjoytoseeyourownsentencestranslatedintoamultitudeofotherlanguages.wav,"it is a great joy to see our own sentences translated into a multitude of other languages."
../asr_mt/speech/91_Wehaveoptimizedthedatabaseindexingandasaresultsystemefficiencyhasimprovedby50.wav,"because that she needs the data base indexing in as a result system efficiency has improved by five so."
../asr_mt/speech/92_Womenlikementhewaytheyliketheircoffeestrongandhottokeepthemawakeallnightlong.wav,"and i'm like man the way they like their testy strong in hot to keep them awake all night long."
../asr_mt/speech/93_Youcannotseparatethemilkfromthecoffeeonceyouputitin.wav,"you cannot separate the mail from the coffee once you put it in."
../asr_mt/speech/94_Weloveourmotheralmostwithoutknowingitwithoutfeelingitasitisasnaturalastolive.wav,"we love our mother almost without knowing it without feeling it as it is as natural as to live."
../asr_mt/speech/95_Itissometimeshardtochoosebetweendreamsandreality.wav,"it's sometimes hard to choose between dreams and reality."
../asr_mt/speech/96_Youwillexistbutyouwillneverknowwhatitistolive.wav,"you really exists but you will never know what it is to live."
../asr_mt/speech/97_Hetookoutthewalletfromhisinsidejacketpocket.wav,"he's a lot from his inside jackets pocket."
../asr_mt/speech/98_TheRomanswouldneverhavehadenoughtimeforconqueringtheworldiftheyhadfirstbeenrequiredtostudyLatin.wav,"<unk> never have had enough time for considering the world if they had just been required to study latin."
../asr_mt/speech/99_ThelargecrowdroaredinapprovalasMarkKnopflerplayedthefirstfewbarsofMoneyforNothing.wav,"the large crowd garden approval is mark no sir i played the first few bars as many for nothing."
../asr_mt/speech/9_DoyouknowtheconcertscheduleofLondonSymphonyOrchestra.wav,"do you know the concerts schedule of london cincinnati orchestra."
