text,translation
"if i am going to say you have to say it will force and take away our opponents of the lucky to retaliate.",如果我要说，你不得不说，这将迫使并带走我们的幸运对手报复。
"our sister about cement plant potatoes suu kyi nice and chinese cabbage at the market.",我们对水泥厂土豆的妹妹苏姬很好的和中国白菜在市场上。
"my father always said that heaven help those who help themselves.",我的父亲总是说，上帝保佑那些谁帮助自己。
"an old man was resting in the shade of the tree.",一个老人在休息的树荫下。
"you think you can live on a dollar a day in america.",你认为你可以在一天住在一美元在美国。
"the substance is light enough to fluff and the water.",该物质是足够的光来绒毛和水中。
"because of a foreign the original design our website is vulnerable to sponge action attacks.",因为国外的原创设计我们的网站很容易受到海绵行动攻击。
"you have only to read this article to see how serious that seven was.",你只有阅读这篇文章，看看如何严重的有七了。
"she told me that she would go to paris and honest.",她告诉我，她会去巴黎和诚实。
"brown strike because the company has improved our wages.",棕色的罢工，因为该公司已经提高了我们的工资。
"it is better to do well then to say well.",这是更好地做好，然后说好。
"in adversity life is the time when you enjoy yourself to the fullest.",在逆境中生活，当你尽情享受最充分的时间。
"the area and the melting ice cream was crawling with dance.",面积和融化的冰淇淋用舞蹈爬行。
"he amassed a fortune and stop training during the last them.",他在过去他们积累了财富，罢训。
"st marks were in venice is always swarming with tourists in the summer.",圣马可分别在威尼斯总是在夏天游客蜂拥而至。
"there is a castle in the background of the picture.",有一个在画面的背景一座城堡。
"the fed is find some are well go on the picnic.",美联储发现有些还是去野餐。
"something you should know about me is that i'm afraid of heights.",你应该了解我是，我有恐高症。
"his name is that there's a close relation between birth order and personality.",他的名字是，有出生顺序和性格之间有着密切的关系。
"since then he had put his halsall into his work.",从那时起，他已经把他的halsall到他的工作。
"i try to each year on the phone that i was unable to differ.",我试着每年在手机上，我无法有所不同。
"watching from the station to the house states only five minutes.",从车站到房子看着规定只有五分钟。
"the fall into a pit again in your wit.",在你的机智的掉在坑里一次。
"some of the burst water in the world is found in freighter lake.",一些世界突发水的货湖被发现。
"that's an admissions our poets except that they have to prove what their fantasy creates.",这是一个我们的招生，除了诗人，他们必须证明他们有什么幻想造成的。
"to tell the truth i would rather stay at home then go out.",说实话我宁愿呆在家里再出去。
"and british english to get the sack means to be fired from her job.",和英式英语来获得袋是指从她解雇。
"what is still better is that the house has a beautiful garden.",有什么更好的仍然是房子有一个美丽的花园。
"i find words with concise definitions to be the easiest to remember.",我找到准确的定义的话是最容易记住。
"in the center of the university campus stands the statue of the founder.",在大学校园的中心矗立着创始人的雕像。
"a man came over and asked if i was ok.",一名男子走了过来，问我怎么样了。
"it's than so that led those have and then told for so long by so many to be cynical and fearful and doubtful about what we can achieve to put their hands on the arc of history and bend it once more toward the hope of a better day.",它比这样就导致那些具有然后叫了这么多这么久是玩世不恭和恐惧和怀疑是我们能够实现把历史的弧线他们的手和朝向美好明天的希望再一次弯曲。
"she came to tokyo with a view to getting a new job.",她来到东京，以期找到新工作。
"the mountain pass was under a blanket of leave soft an easy to have fun.",山口离开自己的软容易有乐趣的毯子下面。
"it's like to turn off the reading lamp is that ok.",它就像关掉阅读灯是好的。
"the commenee is composed of three men and seven women.",该commenee由三男七女。
"excuse me i have to get off at the next stop.",打扰一下，我在下一站下车。
"the crane unlike the town has never dreamed of flying.",不像镇鹤从未梦想飞翔。
"a friend of mine asked me to send her a postcard.",我的一个朋友问我送她一张明信片。
"my business has at last got in on the right track.",我的业务已经在去年得到了在正确的轨道上。
"if one day leave i will be very sad.",如果有一天离开我会很伤心。
"i didn't get to spend a lot of time with you on this visit.",我没有得到花了很多时间与你的这次访问。
"it is a great joy to see our own sentences translated into a multitude of other languages.",这是一个巨大的喜悦，看看我们自己的句子翻译成其他语言，众说纷纭。
"we haven't seen these the tay the base indexing and as a result system efficiency has improved by five though.",我们还没有看到这些的泰基索引和作为结果系统效率五虽然改善。
"women like men the way they like their coffee strong and hard to keep them awake all night long.",女人喜欢男人的方式，他们喜欢自己的浓咖啡，并努力保持清醒他们整夜。
"it cannot separate the mail from the coffee once you put it in.",邮件从咖啡一旦你把它放在它不能分开。
"we love our mother almost without knowing it without feeling it as it is as natural as to live.",我们爱我们的母亲几乎不知道它没有感觉，因为它是自然的生活。
"it is sometimes hard to choose between dreams and reality.",有时很难梦想与现实之间做出选择。
"he will exist but you will never know what it is still alive.",他会存在，但你永远不会知道它是什么还活着。
"he took out the wallet from his inside jacket pocket.",他从里面上衣口袋里掏出了钱包。
"the omens would never have had enough time for countering the world if they had first been required to study land.",预兆永远不会有足够的时间，如果他们先被要求研究土地对付世界。
"the large crab art in approval as mark now for played the first few bars of money for nothing.",在审批为标志的大蟹艺术现在打钱的前几棒白白。
"i am now the concert schedule of london symphony orchestra.",我现在是伦敦交响乐团的音乐会日程。
