audio_file_path,query
../asr_qa/speech/45_WhenwasthefirstSuperBowlheld.wav,"ONE WAS THE FIRST SUPERBO HELD."
../asr_qa/speech/46_WhenwastheMunichagreementmade.wav,"ONE WAS THE MUNICH AGREEMENT MADE."
../asr_qa/speech/47_WhenisEasterSundayin2014.wav,"WHEN HIS EASTER SUNDAY INTO OWEN FOR."
../asr_qa/speech/48_WhenwasthefirstflightoftheWrightbrothers.wav,"WHEN WAS THE FIRST FLIGHT OF THE RIGHT BROTHERS."
../asr_qa/speech/49_WhenwastheHalleysCometdiscovered.wav,"ONE WAS THE HALLS COMET DISCOVERED."
../asr_qa/speech/4_WhofoundedtheBlackPanthersorganization.wav,"WHO FOUNDED THE BLACK FENCERS ORGANIZATION."
../asr_qa/speech/50_WhendidMikeTysonwinthetitle.wav,"WHEN DID MY FACE AND WHEN THE TITLE."
../asr_qa/speech/51_WhenwastheUniversityofMichiganfounded.wav,"ONE WAS THE UNIVERSITY OF MICHIGAN FOUNDED."
../asr_qa/speech/52_WhendidHawaiibecomeastate.wav,"WHEN THAT HAWAII BECOME EST."
../asr_qa/speech/53_WhendidtheBostonMassacrehappen.wav,"WHEN THE BOSTON MASSACRE HAVEN'T."
../asr_qa/speech/54_WhendidBillGatesgetmarried.wav,"WHEN THE BELL GATES THAT MARRIED."
../asr_qa/speech/55_Whenwasthefirstmobilephoneinvented.wav,"ONE WAS THE FIRST MOBILE FALLEN INVENTED."
../asr_qa/speech/56_WhenwasthefirstDisneylandopened.wav,"ONE WAS THE FIRST DOES THE LAND OPENED."
../asr_qa/speech/57_WhenwasBloodlinepublished.wav,"ONE WAS BLOOD LINE PUBLISHED."
../asr_qa/speech/58_WhenwasMinecraftreleasedtothepublic.wav,"ONE WAS IN CROFT RELEASED TO THE PUBLIC."
../asr_qa/speech/59_WhenwastheStandardOilcompanyformed.wav,"WHEN WAS THE STANDARD OIL COMPANY FORMED."
../asr_qa/speech/5_Whodiscoveredprions.wav,"THE DISCOVERED VIANDS."
../asr_qa/speech/60_WhereisSteveJobsburied.wav,"WHERE IS STEVE JOBS VARIED."
../asr_qa/speech/61_WhereisAbrahamLincolnburied.wav,"WHERE IS ABRAHAM LINCOLN VARIED."
../asr_qa/speech/62_WherewasJackMaborn.wav,"WHERE WAS JACK MA BORN."
../asr_qa/speech/63_WherewasHillaryClintonborn.wav,"WHERE WAS HILARY CLINTON BORN."
../asr_qa/speech/64_WherewasBrieLarsonborn.wav,"WHERE WAS VERY LARSON BORN."
../asr_qa/speech/65_WherewasWilliamShakespeareborn.wav,"WHERE WAS WILLIAM SHAKESPEARE BARN."
../asr_qa/speech/66_WherewasthefirstKFCopened.wav,"WHERE WAS THE FIRST FELL BEND."
../asr_qa/speech/67_WherewasthefirstmovietheaterintheUS.wav,"WHERE WAS THE FIRST MOVIE THEATRE AND THUS."
../asr_qa/speech/68_WherearetheHeadquartersofFacebooklocated.wav,"WHERE ARE THE HEADQUARTERS OF FOSSBROOKE LOCATED."
../asr_qa/speech/69_WherearetheHeadquartersofIntel.wav,"WHERE ARE THE HEAD QUARTERS OF AN TELL."
../asr_qa/speech/6_WhoarethemembersoftheRatPack.wav,"WHY THE MEMBERS OF THE RAT PAP."
../asr_qa/speech/70_WheredoesBarackObamalive.wav,"BUT AS THAT OF ON ALIVE."
../asr_qa/speech/71_Wherewillthe2016SummerOlympicsbeheld.wav,"WHERE WILL THE TOOL UNSEXED SUMMER ALEMBICS BEHELD."
../asr_qa/speech/72_WheredidIslamoriginate.wav,"WHERE DID ISLAM ORIGINATE."
../asr_qa/speech/73_WhereistheRiverNilelocated.wav,"WHERE IS THE REVEREND I'LL LOCATED."
../asr_qa/speech/74_WhereisanadultsonlyClubMed.wav,"WHERE IS AN ADULTS ONLY CLUB MAD."
../asr_qa/speech/75_WheredidChristopherColumbusdie.wav,"WHERE DID CHRISTOPHER COLUMBUS DIE."
../asr_qa/speech/76_WheredidZedongMaodie.wav,"WHERE DID SAVE ON NOW THY."
../asr_qa/speech/77_WheredidVladimirLenindie.wav,"WHERE DID VLADIMIR LENNON DIE."
../asr_qa/speech/78_WheredidWinstonChurchilldie.wav,"WHERE DID WINSTON CHURCHILL DIE."
../asr_qa/speech/79_WheredidAdolfHitlerdie.wav,"WHERE DID ADOLF HITLER DIE."
../asr_qa/speech/7_WhodidQueenVictoriamarry.wav,"THE QUEEN VICTORIA MARY."
../asr_qa/speech/80_WhatwasthenumberonesongontheBillboardTop100in2014.wav,"WHAT WAS THE NUMBER ONE SONG ON THE BILLBOARD CHOP ONE OWING TO OWEN FOR."
../asr_qa/speech/81_WhatisthemostfamouspaintingbyLeonardoDaVinci.wav,"WHAT IS THE MOST FAMOUS FAINTING BY LEONARDO DA VINCI."
../asr_qa/speech/82_WhatnationalityisTedCruz.wav,"WHAT NATIONALITY IS DEAD CRUISE."
../asr_qa/speech/83_WhatdidLudwigvanBeethovencompose.wav,"WHAT DID LUDWIG VAN BEETHOVEN COMPOSE."
../asr_qa/speech/84_WhatisthelastbookoftheBible.wav,"WHAT IS THE LAST BOOK OF THE BIBLE."
../asr_qa/speech/85_WhatisthetotallengthoftheGoldenGateBridge.wav,"WHAT IS THAT OF A LENGTH OF THE GOLDEN GATE BRIDGE."
../asr_qa/speech/86_Whatisthemostpopulatedcityintheworld.wav,"WHAT IS THE MOST SPECULATED CITY IN THE WORLD."
../asr_qa/speech/87_WhatisthehomosexualresidentialareainSanFranciscocalled.wav,"WHAT IS THE HOMOSEXUAL RESIDENTIAL AREA IN SAN FRANCISCO APPALLED."
../asr_qa/speech/88_WhatistheAvogadrosConstant.wav,"WHAT IS THE OF OF ADDRESS CONSTANT."
../asr_qa/speech/89_WhatsportdoesDavidBeckhamplay.wav,"WHAT'S FARTHER AS DAVID BY CAMP LAY."
../asr_qa/speech/8_WhoweretheleadersoftheFrenchRevolution.wav,"WHO ARE THE LEADERS OF THE FRENCH REVOLUTION."
../asr_qa/speech/90_Howmanyweeksarethereinayear.wav,"HOW MANY WREATHS ARE THERE IN THE YEAR."
../asr_qa/speech/91_HowmanypassengersdoesBayAreaRapidTransitserveannually.wav,"HOW MANY PASSENGERS SAYS VERY RAPID TRANSIT SERVE ANNUALLY."
../asr_qa/speech/92_HowmanypeoplediedinWorldWar1.wav,"HOW MANY PEOPLE DIED IN WORLD WAR ONE."
../asr_qa/speech/93_HowmanyemployeesdoesGooglehave.wav,"HOW MANY OF THE IS AS GOOD WILL HAVE."
../asr_qa/speech/94_Howmanycupsareinaquart.wav,"HOW MANY CUTS ARE IN A PORT."
../asr_qa/speech/95_Howmanymegabytesis1gigabyte.wav,"HOW MANY MEG ABIDES AS LENDING ABIDE."
../asr_qa/speech/96_HowmuchwateristhereintheLakeErie.wav,"HOW MUCH WATER IS THERE IN THE LAKE ERIE."
../asr_qa/speech/97_HowmuchdoesEarthweigh.wav,"HOW MUCH DOES THAT WAY."
../asr_qa/speech/98_Howoftendoesawomanhaveaperiod.wav,"HOW LOVE AND AS THE WOMAN HAVE A PERIOD."
../asr_qa/speech/99_Howfastdoesacheetahrun.wav,"HOW THIS DESERT CHATOR ON."
../asr_qa/speech/9_WhoendedtheVietnamWar.wav,"THEN THAT THE VIETNAM WAR."
