audio_file_path,query
../asr_qa/speech/42_WhendidAlbertEinsteindie.wav,"when albert einstein die."
../asr_qa/speech/43_WhendidMaryToddLincolndie.wav,"when been married adlington die."
../asr_qa/speech/44_WhenwillthenextiPhonecomeout.wav,"when will the next i phone from now."
../asr_qa/speech/45_WhenwasthefirstSuperBowlheld.wav,"when was the first super bowl held."
../asr_qa/speech/46_WhenwastheMunichagreementmade.wav,"when was the munich agreement made."
../asr_qa/speech/47_WhenisEasterSundayin2014.wav,"one is easter sunday into ago and far."
../asr_qa/speech/48_WhenwasthefirstflightoftheWrightbrothers.wav,"when was the first flight of the wright brothers."
../asr_qa/speech/49_WhenwastheHalleysCometdiscovered.wav,"when was the house comet discovered."
../asr_qa/speech/4_WhofoundedtheBlackPanthersorganization.wav,"who founded the black panthers organization."
../asr_qa/speech/50_WhendidMikeTysonwinthetitle.wav,"when the night twice and win the title."
../asr_qa/speech/51_WhenwastheUniversityofMichiganfounded.wav,"when was the university of michigan found the."
../asr_qa/speech/52_WhendidHawaiibecomeastate.wav,"when hawaii become a state."
../asr_qa/speech/53_WhendidtheBostonMassacrehappen.wav,"when the boston massacre happened."
../asr_qa/speech/54_WhendidBillGatesgetmarried.wav,"when bill gates that married."
../asr_qa/speech/55_Whenwasthefirstmobilephoneinvented.wav,"when was the first mobile phone invented."
../asr_qa/speech/56_WhenwasthefirstDisneylandopened.wav,"when was the first disneyland opened."
../asr_qa/speech/57_WhenwasBloodlinepublished.wav,"when was the third line published."
../asr_qa/speech/58_WhenwasMinecraftreleasedtothepublic.wav,"when was named prof released to the public."
../asr_qa/speech/59_WhenwastheStandardOilcompanyformed.wav,"when was the standard oil company formed."
../asr_qa/speech/5_Whodiscoveredprions.wav,"he discovered prions."
../asr_qa/speech/60_WhereisSteveJobsburied.wav,"where is steve jobs varied."
../asr_qa/speech/61_WhereisAbrahamLincolnburied.wav,"where is abraham lincoln varied."
../asr_qa/speech/62_WherewasJackMaborn.wav,"where was jack from a born."
../asr_qa/speech/63_WherewasHillaryClintonborn.wav,"why was harry plant and born."
../asr_qa/speech/64_WherewasBrieLarsonborn.wav,"where was very larsen born."
../asr_qa/speech/65_WherewasWilliamShakespeareborn.wav,"where was william shakespeare born."
../asr_qa/speech/66_WherewasthefirstKFCopened.wav,"where was the first band."
../asr_qa/speech/67_WherewasthefirstmovietheaterintheUS.wav,"where was the first movie theater in the us."
../asr_qa/speech/68_WherearetheHeadquartersofFacebooklocated.wav,"where and the headquarters of fuss the cloak a good."
../asr_qa/speech/69_WherearetheHeadquartersofIntel.wav,"whereas the headquarters of intel."
../asr_qa/speech/6_WhoarethemembersoftheRatPack.wav,"who are the members of the rat pack."
../asr_qa/speech/70_WheredoesBarackObamalive.wav,"as that of on alive."
../asr_qa/speech/71_Wherewillthe2016SummerOlympicsbeheld.wav,"where will the two and six summer olympics be held."
../asr_qa/speech/72_WheredidIslamoriginate.wav,"wired in islam originate."
../asr_qa/speech/73_WhereistheRiverNilelocated.wav,"where is the reverend i'll ok good."
../asr_qa/speech/74_WhereisanadultsonlyClubMed.wav,"why is an adults only club med."
../asr_qa/speech/75_WheredidChristopherColumbusdie.wav,"where did christopher columbus die."
../asr_qa/speech/76_WheredidZedongMaodie.wav,"wired insane amount i."
../asr_qa/speech/77_WheredidVladimirLenindie.wav,"wired in lanham maryland and i."
../asr_qa/speech/78_WheredidWinstonChurchilldie.wav,"wired winston churchill die."
../asr_qa/speech/79_WheredidAdolfHitlerdie.wav,"wired adolf hitler die."
../asr_qa/speech/7_WhodidQueenVictoriamarry.wav,"the queen victoria marry."
../asr_qa/speech/80_WhatwasthenumberonesongontheBillboardTop100in2014.wav,"what was the number one song on the billboard top one o n two o. and four."
../asr_qa/speech/81_WhatisthemostfamouspaintingbyLeonardoDaVinci.wav,"what is the most famous painting by leonardo da vinci."
../asr_qa/speech/82_WhatnationalityisTedCruz.wav,"what nationality is dead cruise."
../asr_qa/speech/83_WhatdidLudwigvanBeethovencompose.wav,"what did ludwig mandate of and compose."
../asr_qa/speech/84_WhatisthelastbookoftheBible.wav,"what is the last book of the bible."
../asr_qa/speech/85_WhatisthetotallengthoftheGoldenGateBridge.wav,"what is the shuttle and for the golden gate bridge."
../asr_qa/speech/86_Whatisthemostpopulatedcityintheworld.wav,"what is the most populated city in the world."
../asr_qa/speech/87_WhatisthehomosexualresidentialareainSanFranciscocalled.wav,"what is the homosexual residential area in san francisco called."
../asr_qa/speech/88_WhatistheAvogadrosConstant.wav,"what is that the address constant."
../asr_qa/speech/89_WhatsportdoesDavidBeckhamplay.wav,"what's far as david beckham play."
../asr_qa/speech/8_WhoweretheleadersoftheFrenchRevolution.wav,"here are the leaders of the french revolution."
../asr_qa/speech/90_Howmanyweeksarethereinayear.wav,"how many weeks are there any air."
../asr_qa/speech/91_HowmanypassengersdoesBayAreaRapidTransitserveannually.wav,"how many passengers as their ear at the transit serve annually."
../asr_qa/speech/92_HowmanypeoplediedinWorldWar1.wav,"how many people died in world war one."
../asr_qa/speech/93_HowmanyemployeesdoesGooglehave.wav,"how many employees as you will have."
../asr_qa/speech/94_Howmanycupsareinaquart.wav,"how many to star in court."
../asr_qa/speech/95_Howmanymegabytesis1gigabyte.wav,"how many megabytes is wondering of i."
../asr_qa/speech/96_HowmuchwateristhereintheLakeErie.wav,"how much water is there in the lake erie."
../asr_qa/speech/97_HowmuchdoesEarthweigh.wav,"how much does the way."
../asr_qa/speech/98_Howoftendoesawomanhaveaperiod.wav,"how often as the woman have a period."
../asr_qa/speech/99_Howfastdoesacheetahrun.wav,"i have sensed as a cheater and."
../asr_qa/speech/9_WhoendedtheVietnamWar.wav,"then the vietnam war."
