audio_file_path,query
../asr_qa/speech/76_WheredidZedongMaodie.wav,"where did say non now die."
../asr_qa/speech/77_WheredidVladimirLenindie.wav,"where did let in maryland and die."
../asr_qa/speech/78_WheredidWinstonChurchilldie.wav,"where did winston churchill die."
../asr_qa/speech/79_WheredidAdolfHitlerdie.wav,"where did all censored die."
../asr_qa/speech/7_WhodidQueenVictoriamarry.wav,"so the queen victoria mary."
../asr_qa/speech/80_WhatwasthenumberonesongontheBillboardTop100in2014.wav,"what was the number one son on the billboards up i know in two and four."
../asr_qa/speech/81_WhatisthemostfamouspaintingbyLeonardoDaVinci.wav,"what is the most famous painting by leonardo da vinci."
../asr_qa/speech/82_WhatnationalityisTedCruz.wav,"what nationality is dead cruise."
../asr_qa/speech/83_WhatdidLudwigvanBeethovencompose.wav,"what did i think than beethoven tomatoes."
../asr_qa/speech/84_WhatisthelastbookoftheBible.wav,"what is the last part of the bible."
../asr_qa/speech/85_WhatisthetotallengthoftheGoldenGateBridge.wav,"what is the travel length of the golden gate bridge."
../asr_qa/speech/86_Whatisthemostpopulatedcityintheworld.wav,"what is the most populated city in the world."
../asr_qa/speech/87_WhatisthehomosexualresidentialareainSanFranciscocalled.wav,"what is the homosexual residential area in san francisco called."
../asr_qa/speech/88_WhatistheAvogadrosConstant.wav,"what is that address constant."
../asr_qa/speech/89_WhatsportdoesDavidBeckhamplay.wav,"well it's very does david beckham play."
../asr_qa/speech/8_WhoweretheleadersoftheFrenchRevolution.wav,"so are the leaders of the french revolution."
../asr_qa/speech/90_Howmanyweeksarethereinayear.wav,"how many weeks are there in the year."
../asr_qa/speech/91_HowmanypassengersdoesBayAreaRapidTransitserveannually.wav,"how many thousands or does the area rapid transit serving you really."
../asr_qa/speech/92_HowmanypeoplediedinWorldWar1.wav,"how many people died in world war one."
../asr_qa/speech/93_HowmanyemployeesdoesGooglehave.wav,"how many employees as juvenile have."
../asr_qa/speech/94_Howmanycupsareinaquart.wav,"how many cats are in the court."
../asr_qa/speech/95_Howmanymegabytesis1gigabyte.wav,"how many megabytes is one thing that i."
../asr_qa/speech/96_HowmuchwateristhereintheLakeErie.wav,"how much libraries there in the lake erie."
../asr_qa/speech/97_HowmuchdoesEarthweigh.wav,"oh that's that's the way."
../asr_qa/speech/98_Howoftendoesawomanhaveaperiod.wav,"huh and as the women have a."
../asr_qa/speech/99_Howfastdoesacheetahrun.wav,"hell sense does it you can run."
../asr_qa/speech/9_WhoendedtheVietnamWar.wav,"and then the vietnam war."
